,SCC,last_edited_date,activity_value_required?,code_description,data_category,date_created,ert_valid,history,last_inventory_year,last_updated_date,map_to,option_group,option_set,scc_level_one,scc_level_two,scc_level_three,scc_level_four,sector,short_name,status,tier_1_code,tier_1_description,tier_2_code,tier_2_description,tier_3_code,tier_3_description,usage_notes,Unnamed:_27,unit_type,fuel_type
4484,30300105,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Alumina Electrolytic Reduction,Anode Baking Furnace Primary Emissions,Industrial Processes - Non-ferrous Metals,1aryMetal AluminaElectroRedux SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,4,Aluminum,,,,
4490,30300111,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Alumina Electrolytic Reduction,Anode Bake Furnace Secondary Emissions,Industrial Processes - Non-ferrous Metals,1aryMetal AluminaElectroRedux AnodeBakeFurnSecEmis,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,4,Aluminum,,,,
4507,30300302,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Oven Charging,Industrial Processes - NEC,1aryMetal MetalurglCokeManf By-prodProcOvenCharg,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4508,30300303,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Oven Pushing,Industrial Processes - NEC,1aryMetal MetalurglCokeManf By-prodProcOvenPushing,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4511,30300306,"Sep 30, 2017 2:56:36 AM",No,,Point,,No,,2015.0,3/3/2016,30300317,,,Industrial Processes,Primary Metal Production,By-product Coke Manufacturing,Oven Underfiring,Industrial Processes - NEC,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4513,30300308,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Oven/Door Leaks,Industrial Processes - NEC,1aryMetal MetalurglCokeManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4518,30300313,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Coal Preheater,Industrial Processes - NEC,1aryMetal MetalurglCokeManf CoalPreheater,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4522,30300317,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Combustion Stack: Coke Oven Gas (COG),Industrial Processes - NEC,1aryMetal MetalurglCokeManf SeeSCCLev4,Active,2,Fuel Comb. Industrial,3,Gas,2,Process,,,,
4523,30300318,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: Combustion Stack: Blast Furnace Gas (BFG),Industrial Processes - NEC,1aryMetal MetalurglCokeManf SeeSCCLev4,Active,2,Fuel Comb. Industrial,3,Gas,2,Process,,,,
4524,30300319,"Oct 29, 2020 10:27:03 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,By-product Process: By-pass Bleeder Stack/Excess Coke Oven Gas Vent,Industrial Processes - NEC,1aryMetal MetalurglCokeManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4548,30300375,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Heat/No Chemical Recovery Process: Oven Charging,Industrial Processes - NEC,1aryMetal MetalurglCokeManf SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4555,30300385,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Metallurgical Coke Manufacturing,Nonrecovery Process: Oven Charging,Industrial Processes - NEC,1aryMetal MetalurglCokeManf NonRecProcOvenCharg,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4561,30300503,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Smelting Furnace after Roaster,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4563,30300505,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Fire (Furnace) Refining,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt FireFurnRefining,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4564,30300506,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Ore Concentrate Dryer,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt OreConcDryr,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4565,30300507,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Smelting Furnace w/ Ore Charge w/o Roasting,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4568,30300510,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Electric Smelting Furnace,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt ElecSmeltingFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4572,30300514,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Furnace: Fugitive Emissions,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt ReverbrtoryFurnFugitv,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4574,30300516,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Anode Refining Furnace: Fugitive Emissions,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt AnodeRefiningFurnFugitv,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4575,30300517,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Slag Cleaning Furnace: Fugitive Emissions,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SlagCleangFurnFugitv,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4579,30300522,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Slag Cleaning Furnace,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SlagCleangFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4580,30300523,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Furnace with Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4582,30300525,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Fluid Bed Roaster with Reverberatory Furnace and Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4583,30300526,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Dryer with Electric Furnace and Cleaning Furnace and Convertor,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4584,30300527,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Dryer with Flash Furnace and Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt DryrW/FlashFurn&Converter,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4586,30300529,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Multiple Hearth Roaster with Reverberatory Furnace and Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4587,30300530,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Fluid Bed Roaster with Electric Furnace and Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4588,30300531,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Furnace After Multiple Hearth Roaster,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4589,30300532,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Reverberatory Furnace After Fluid Bed Roaster,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4590,30300533,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Electric Furnace After Concentrate Dryer,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt ElecFurnAfterConcDryr,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4591,30300534,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Flash Furnace After Concentrate Dryer,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt FlashFurnAfterConcDryr,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4592,30300535,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Electric Furnace After Fluid Bed Roaster,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4593,30300541,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Primary Copper Smelting,Concentrate Dryer Followed by Noranda Reactors and Converter,Industrial Processes - Non-ferrous Metals,1aryMetal 1aryCopprSmelt SeeSCCLev4,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,1,Copper,,,,
4595,30300601,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 50% FeSi,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4596,30300602,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 75% FeSi,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4597,30300603,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 90% FeSi,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4598,30300604,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: Silicon Metal,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4599,30300605,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: Silicomanaganese,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4600,30300606,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 80% Ferromanganese,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4601,30300607,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Open Electric Smelting Furnace: 80% Ferrochromium,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4605,30300611,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Ore Dryer,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd OreDryr,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4608,30300615,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Ferromanganese: Blast Furnace,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd FerromanganeseBlastFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4609,30300616,"Oct 29, 2020 10:27:04 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Ferrosilicon: Blast Furnace,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd FerrosiliconBlastFurn,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4621,30300651,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Sealed Electric Arc Furnace: Ferromanganese,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4622,30300652,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Sealed Electric Arc Furnace: Ferrochromium,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4623,30300653,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Sealed Electric Arc Furnace: Ferrochromium Silicon,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4624,30300654,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Sealed Furnace: Other Alloys,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SealedFurnOtherAlloys,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4626,30300701,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Ferromanganese,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4627,30300702,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Other Alloys,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4628,30300703,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Ferrochromium,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4629,30300704,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Ferroalloy Production,Semi-covered Electric Arc Furnace: Ferrochromium Silicon,Industrial Processes - Ferrous Metals,1aryMetal FerroalloyProd SeeSCCLev4,Active,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4646,30300821,"Sep 30, 2017 2:56:37 AM",No,,Point,,No,,2015.0,3/3/2016,30301511,,,Industrial Processes,Primary Metal Production,Iron Production (See 3-03-015 for Integrated Iron & Steel MACT),"Unload Ore, Pellets, Limestone, into Blast Furnace",Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,,,,
4649,30300824,"Sep 30, 2017 2:56:37 AM",No,,Point,,No,,2015.0,3/3/2016,30301581,,,Industrial Processes,Primary Metal Production,Iron Production (See 3-03-015 for Integrated Iron & Steel MACT),Blast Heating Stoves,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4651,30300826,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,11/23/2016,30301510,,,Industrial Processes,Primary Metal Production,Iron Production (See 3-03-015 for Integrated Iron & Steel MACT),Blast Furnace: Slip,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4653,30300828,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301513,,,Industrial Processes,Primary Metal Production,Iron Production (See 3-03-015 for Integrated Iron & Steel MACT),Blast Furnace: Local Evacuation,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4654,30300829,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301513,,,Industrial Processes,Primary Metal Production,Iron Production (See 3-03-015 for Integrated Iron & Steel MACT),Blast Furnace: Taphole and Trough,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4662,30300901,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301599,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Open Hearth Furnace: Stack,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4665,30300904,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301532,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Electric Arc Furnace: Alloy Steel (Stack),Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4667,30300906,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301540,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Charging: Electric Arc Furnace,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4668,30300907,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301542,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Tapping: Electric Arc Furnace,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4669,30300908,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301544,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Electric Arc Furnace: Carbon Steel (Stack),Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4674,30300913,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301526,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Basic Oxygen Furnace: Open Hood-Stack,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,6,Basic Oxygen Furnace,,,,
4675,30300914,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301527,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Basic Oxygen Furnace: Closed Hood-Stack,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,6,Basic Oxygen Furnace,,,,
4676,30300915,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301517,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Hot Metal (Iron) Transfer to Steelmaking Furnace,Industrial Processes - Storage and Transfer,,Retired,9,Storage & Transport,11,Bulk Materials Storage,2,Transfer,,,,
4684,30300923,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301564,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Steel Furnace Slag Tapping and Dumping,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4685,30300924,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301565,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Steel Furnace Slag Processing,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4687,30300926,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301585,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Electric Induction Furnace,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,99,Other,,,,
4688,30300927,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301586,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Steel Scrap Preheater,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4694,30300933,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301599,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Reheat Furnaces,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4695,30300934,"Sep 30, 2017 2:56:38 AM",No,,Point,,No,,2015.0,3/3/2016,30301587,,,Industrial Processes,Primary Metal Production,Steel Manufacturing (See 3-03-015 for Integrated Iron & Steel MACT),Heat Treating Furnaces: Annealing,Industrial Processes - Ferrous Metals,,Retired,5,Metals Processing,2,Ferrous Metals Processing,1,Primary,,,,
4701,30301002,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd BlastFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4702,30301003,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Dross Reverberatory Furnace,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd DrossReverbrtoryFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4707,30301008,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Slag Fume Furnace,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd SlagFumeFurn,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4717,30301018,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace Charging,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd BlastFurnCharg,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4718,30301019,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace Tapping (Metal and Slag),Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd BlastFurnTappngMetal&Slag,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4719,30301020,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace Lead Pouring,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd BlastFurnLeadPouring,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
4720,30301021,"Oct 29, 2020 10:27:05 PM",No,,Point,,Yes,,,10/29/2020,,,,Industrial Processes,Primary Metal Production,Lead Production,Blast Furnace Slag Pouring,Industrial Processes - Non-ferrous Metals,1aryMetal LeadProd BlastFurnSlagPouring,Active,5,Metals Processing,1,Non-Ferrous Metals Processing,2,Lead,,,,
